gene_name	gex
SNTB1	9.41849627363922
OR5V1	0.0
ARHGDIA	0.0
GATA5	0.0
ITPRIPL2	0.48053552416526707
UNCX	0.0
RBM18	31.2348090707423
MCPH1	84.3820380434208
CDCA3	119.220863545403
SMC1B	0.0
FOXP2	0.0
WDFY4	11.3406383703003
PTTG1IP2	0.0
NDUFS1	64.5839744478118
USP13	2.5948918304924398
DNAL4	24.891740151760803
SPATA2	0.0
AADACL2	0.0
OR3A3	0.0
KRT1	0.0
ZNF502	2.1143563063271698
DMAC1	0.0
PTCH1	0.0
SEPTIN8	9.03406785430701
SUDS3	0.0
SPATA2L	10.571781531635901
SLC15A2	0.0
ADO	9.03406785430701
FEZF2	0.0
ISM1	0.0
GFRA4	0.0
HTRA1	0.0
CASP2	0.0
CACNA2D4	0.0
SRRM3	0.0
FLI1	0.0
GRHL1	1.05717815316359
CALM2	540.698571790758
GRB7	0.0
RNF217	0.0
ATP7B	0.0
ST8SIA3	0.0
INS	0.0
TMEM200A	0.0
SLC25A20	47.47690978752829
RAG1	0.0
OR13A1	0.0
FAM126B	0.0
PLEKHO2	125.90030733129998
ARL16	0.48053552416526707
ARFGAP1	0.48053552416526707
SH3BP4	0.0
RNASET2	261.939914222487
USP19	17.2992788699496
THRA	0.0
DOCK10	0.48053552416526707
OVOL2	0.0
FAXC	0.0
STAC3	0.0
DPYSL3	0.0
RBX1	2279.37220532553
ACACA	0.0
PPP4R2	1.05717815316359
KCNK9	0.0
SMDT1	94.1849627363923
FADS2	0.0
ANTXRL	0.0
HPX	0.0
CHRM2	0.0
MTERF2	61.316332883487995
DAP	25.18006146626
TMEM129	0.0
ARRDC1	0.0
SHC4	0.0
PRAME	6.63139023348068
PIP5KL1	0.0
TBC1D20	52.5705863436802
ADCY5	0.0
CCDC110	0.0
CADM1	0.0
GTF2A1L	0.0
KARS1	4.03649840298824
URM1	120.998844984814
BMP6	0.0
MMRN2	0.0
AMN1	4.03649840298824
PACSIN3	0.0
IFNW1	0.0
BOLA2B	0.0
TMEM135	6.24696181414847
ITGB5	0.48053552416526707
UCHL1	2.5948918304924398
RUNDC1	30.177630917578696
TPPP	0.0
NAGLU	0.0
ENDOU	0.0
HPSE	0.0
GPX3	0.0
MCCC1	651.413956558435
MCC	0.0
DNAAF1	0.0
SRPRA	0.0
ANAPC7	213.26166562454497
HCN4	0.0
SH2D3C	0.0
BMT2	0.48053552416526707
DNAI1	0.0
C9orf131	0.0
SLX1B	0.0
CLTCL1	0.0
MED11	111.09981318701
ASPRV1	0.0
STK31	0.0
CRYZL1	0.0
CPSF7	277.94174717719
PKDCC	0.0
ADAD1	0.0
ATP2A2	0.0
SMIM28	0.0
P2RY12	0.0
PALB2	0.0
CAPZA2	142.238515152919
CSNK1A1L	0.0
SRGN	176.933179997651
BPI	0.0
IQCH	0.0
OR5A2	0.0
UIMC1	2.1143563063271698
NLRP1	41.6143763927121
DYNC2LI1	47.909391759277106
NUS1	0.0
MTNR1A	0.0
DAXX	95.2421408895558
ONECUT2	0.0
CLCN1	0.0
SS18L2	0.0
TMEM192	0.0
L3MBTL2	81.5949320032623
IL20RA	0.0
CCDC171	0.0
IL9	0.0
EDIL3	0.0
UBE2V2	0.0
MMP24OS	24.411204627595502
IRF7	69.4854367942975
CIAO1	121.671594718645
ITPR2	0.0
ZFP90	0.0
DTX3L	9.80292469297144
TMEM80	1.05717815316359
CBLN1	0.0
TBC1D3	0.0
UNC93B1	20.7591346439395
SH2D7	0.0
MEIG1	0.0
ALG2	85.1508948820852
TMEM126A	292.165598692482
VSTM4	0.0
PDE5A	0.0
ARHGEF25	0.48053552416526707
C9orf43	0.0
TRH	0.0
MRAP	0.0
SMIM31	0.0
ZNF510	29.697095393413502
CARS1	0.0
CILP	0.0
CMC2	1.05717815316359
SLIT3	0.0
TRIM38	630.847036124162
DNAJC5	0.48053552416526707
ABCA3	0.48053552416526707
CCDC43	43.7287326990393
RAD52	38.250627723555205
F2	0.0
DLEC1	0.0
ZNF786	31.523130385241497
TRIM77	0.0
LSG1	4.03649840298824
STAT2	138.874766483762
CERKL	0.0
NT5M	1.63382078216191
CENPM	24.411204627595502
ZYX	1.05717815316359
H4C5	0.48053552416526707
NOP16	78.1350762292723
ADGRV1	0.0
ITGB1BP1	0.0
GLYCTK	0.0
CYP2C8	0.0
CTDSPL	0.0
BCL7B	12.59003073313
FAM234A	0.0
CYP4V2	4.03649840298824
CGREF1	0.0
SFTPA2	0.0
CBLL1	71.35952533854208
EIF4A3	0.0
COLQ	0.0
DTYMK	0.48053552416526707
POU3F2	0.0
ARHGEF3	0.0
DGKZ	0.0
IFNA6	0.0
TWF2	275.442962451531
DDX46	0.0
DRAP1	4.51703392715351
ARMC9	8.553532330141751
ZC2HC1A	37.0973424655586
ADAMTS18	0.0
DEFB107B	0.0
GFM1	0.0
OC90	0.0
UGT2B28	0.0
IDNK	0.0
MAP1LC3B2	0.0
SRPK2	0.0
FAM91A1	197.59620753675802
STXBP5L	0.0
CYBC1	150.263458406479
XPO5	0.0
DYRK4	0.0
DUSP19	0.0
TEX26	0.0
PAK1	0.48053552416526707
TREML4	0.0
TIMM23B	73.2336138827866
SEC24A	118.500060259155
DUSP22	382.314063025886
FAM13C	0.0
USF3	0.0
TBC1D5	159.297526260786
LGALS1	0.0
DHX35	0.0
TAC4	0.0
ATG16L1	68.09188377421829
ADAMTS16	0.0
PFDN1	0.0
MLYCD	9.41849627363922
MAP4K3	0.48053552416526707
REG3A	0.0
FBXO9	0.0
TAX1BP1	0.0
SPATS2L	0.0
CTNNAL1	6.63139023348068
SNX30	0.0
C17orf113	0.0
RPS20	104.18010163903
KHDRBS2	3.07542735465771
HAGHL	0.48053552416526707
CNBP	450.261786142855
HECTD4	0.0
OR52N2	0.0
NTN1	0.48053552416526707
GMCL2	0.0
RPL34	134.598000318691
DNAJA2	20.7591346439395
CAMK2G	0.0
LSM5	0.0
ETF1	0.0
KRT39	0.0
COLEC12	0.0
HTR2A	0.0
NR3C1	6.63139023348068
BATF2	0.48053552416526707
COMMD3	806.338609549317
ZCCHC3	0.0
LYG1	0.0
PAPPA	0.0
CD59	0.48053552416526707
RABGEF1	6.63139023348068
STH	0.0
SEC63	19.029206756944603
OR8G5	0.0
ARSA	0.0
CAPN1	1.63382078216191
RASGEF1B	2.1143563063271698
GAB1	0.0
GLT6D1	0.0
ST20	0.0
MPHOSPH9	0.48053552416526707
SUMO1	1896.9620351948101
GVQW3	8.16910391080953
CLSTN2	0.0
SGMS1	0.0
NDUFAF4	0.0
CD302	0.0
ADH1A	0.0
TRABD	98.7981037683788
EIF3E	273.809141669369
IFIT5	45.3144999287846
MTMR12	65.1606170768101
JCAD	0.0
PF4V1	0.0
C15orf62	0.0
WEE1	0.0
PELI3	0.48053552416526707
PPP1R11	1.05717815316359
ISL1	0.0
UROS	51.2250868760174
UNC5A	0.0
ZNF514	0.0
MARCHF1	0.0
TPI1	18.068135708613998
LAMB2	0.0
CH25H	0.0
LRP2BP	0.48053552416526707
THEMIS	0.0
C1QTNF5	0.0
SPATS2	52.5705863436802
EXOSC8	62.3735110366516
NDST1	8.553532330141751
ZDHHC7	0.0
OR2AG1	0.0
TBXT	1.05717815316359
QRFPR	0.0
DENR	329.935690891872
PHLDB2	0.0
USP17L5	0.0
SKIL	0.0
SERPINB4	0.0
NEDD9	305.236164949777
NCK2	5.86253339481625
IL1R2	0.0
COX18	68.09188377421829
SLC22A14	0.0
CLDN24	0.0
POLA2	1.05717815316359
LRRCC1	9.80292469297144
PXMP2	0.0
NR1D1	17.2992788699496
C6orf118	0.0
THOC3	0.0
IFITM3	0.0
VCL	0.0
PTK7	9.80292469297144
TRPM1	0.0
DYNC1I2	64.5839744478118
FERMT3	1.05717815316359
CCN2	0.0
COX11	0.0
RSL1D1	12.59003073313
VIT	0.48053552416526707
PODXL2	0.0
PRUNE2	0.0
ZBBX	0.0
ATXN7	0.0
HECW1	0.48053552416526707
UCP3	0.0
HLA-E	1420.1746881180302
SNX19	0.0
MAK	1.63382078216191
PTPRR	0.0
EVPLL	0.0
MOB4	129.840698629455
RTN4IP1	0.0
STRIP2	14.3199586201249
NPY	0.0
RANBP9	2.1143563063271698
VPREB3	4.51703392715351
SCRN1	0.48053552416526707
VPS41	369.43571097825696
TAS2R13	0.0
RCE1	0.48053552416526707
TCEA2	0.0
KCTD18	3.07542735465771
SCN3B	0.0
MATR3	0.48053552416526707
FAM241B	1.05717815316359
FJX1	0.48053552416526707
NPAT	0.0
SLC39A7	0.0
RNF170	75.1557559794477
CEP97	0.48053552416526707
MSGN1	0.0
DCUN1D2	0.48053552416526707
FBXL8	0.0
DEFB113	0.0
DUSP4	12.59003073313
STARD4	611.817829367217
MYT1L	0.0
CAV2	0.0
ATOX1	200.76774199624802
CSE1L	0.0
PRSS23	0.0
ITGAL	2.1143563063271698
CRIM1	0.0
LALBA	0.0
TFPI	0.0
SPATA31D4	0.0
RESF1	62.902100113233395
IQCF1	0.0
SFSWAP	3.5559628788229705
FAM149B1	0.0
JADE2	1.05717815316359
KRTAP9-3	0.0
PEMT	0.0
CCN6	0.0
USP17L10	0.0
OR12D2	0.0
AK1	0.0
PLLP	1.05717815316359
PRNP	0.0
LINGO1	0.0
CLIP1	0.0
TRHR	0.0
FBXL18	14.8004941442902
SEMA4B	0.0
DSCC1	4.90146234648572
SFMBT1	4.90146234648572
PPP1R3A	0.0
ASAH2	0.0
GPR151	0.0
CD300LG	0.0
CTSC	2328.57904300005
PFKL	259.585290154077
ESF1	3.07542735465771
NEK5	0.0
UBAP1	161.700203881612
UBL3	9.03406785430701
RPS21	5.86253339481625
FOXE1	0.0
DSG3	0.0
BTAF1	1.05717815316359
AARS2	0.0
RIMKLB	0.0
MSRB2	0.0
IRX6	0.0
HES6	4.03649840298824
NR4A2	0.0
CLDN25	0.0
GOLIM4	0.0
GALNT14	2.5948918304924398
NLRC5	0.0
HBZ	0.0
TUBG2	0.48053552416526707
HADHB	528.8293443438761
RCL1	0.0
CHCHD6	0.0
TPST2	57.4720486901659
GLI2	0.0
INHBC	0.0
ALKBH2	45.7469819005334
KAT8	0.0
OTOR	0.0
TYMP	113.214169493337
PAG1	0.0
PDE7A	4.03649840298824
DUSP6	0.0
MAP6D1	0.0
OR10A7	0.0
NOL4L	0.0
HTR1F	0.0
GIP	0.0
PNISR	468.618243165968
MTHFD2	279.33530019726896
MVD	303.602344167615
QRICH2	0.0
JMJD8	0.48053552416526707
HACD1	1.63382078216191
VSTM2L	0.0
NCOR1	0.0
UNC50	0.0
OR5AK2	0.0
IL10RB	100.624138760207
PLEKHH2	0.0
RIMBP2	0.48053552416526707
DGKG	0.0
DEFA5	0.0
SPDYE17	0.0
DDX21	269.484321951881
ALDH1A1	0.0
IL1RL1	0.0
NOSTRIN	0.0
CTSZ	3.07542735465771
LANCL1	85.82364461591659
CMTR1	123.113201291141
TUBGCP5	81.21050358393009
TPGS2	231.81033685732498
TRDN	0.48053552416526707
TGIF2-RAB5IF	2.5948918304924398
SLC12A5	0.48053552416526707
KLRK1	0.0
PHLPP1	0.0
CCDC121	8.553532330141751
HIRA	0.48053552416526707
PPP1R35	2.5948918304924398
HOXD4	0.0
SPDYE9	0.0
DTWD1	47.092481368196104
GTF3A	87.88994736982728
DAZAP2	1699.1736134483801
CEP44	0.0
FAXDC2	4.03649840298824
KCNC2	0.0
RWDD2A	2.1143563063271698
G6PC2	0.0
PNPLA7	0.0
KRTAP19-2	0.0
TSPEAR	0.0
SMIM19	37.577877989723795
KCNE2	0.0
DGKI	0.0
AKAP1	1.05717815316359
RASSF9	7.88078259631037
CHST2	0.0
TLCD3B	0.0
UQCRC1	445.744752215701
GDF6	0.0
OMD	0.0
PBX2	0.48053552416526707
TAF5	31.2348090707423
SNRPB	342.814042939501
TRIM23	0.0
FBLL1	0.0
ZNF26	0.0
GUSB	0.0
GFRAL	0.0
BRICD5	0.0
SREK1IP1	155.597402724713
KRTAP19-1	0.0
SLC2A12	0.48053552416526707
DPP4	28.928238554748997
CARD18	0.0
CCN3	2.5948918304924398
JAZF1	0.0
MDM1	21.5279914826039
TASP1	80.34553964043259
BCL2L14	0.0
SLBP	88.51464355124209
LIPJ	0.0
UPK2	0.0
LARS2	172.416146070498
COQ5	68.09188377421829
GSTK1	283.41985215267397
LDHC	0.0
PTH2R	0.0
AIG1	0.48053552416526707
KLHDC8B	0.0
PCDHB5	0.0
PTER	291.156474091735
CTR9	3.07542735465771
VKORC1	0.0
GPR35	1.05717815316359
ENTPD8	0.0
SNTN	0.0
IL26	0.0
SGCB	0.0
HRH2	0.0
FAM166B	0.48053552416526707
KCNK5	1.05717815316359
AK6	170.638164631086
PLA2G1B	0.0
KRT6A	0.0
TLL1	0.0
PRDM14	0.0
SLCO1A2	0.0
BTN3A2	88.2263222367429
TAAR8	0.0
BNC1	0.0
PPM1H	0.0
SVOPL	0.0
PSMC3IP	36.088217864811504
MEGF9	0.48053552416526707
CEP43	32.484201433572004
DYRK2	0.48053552416526707
SCLT1	1.63382078216191
TENM2	0.0
LMBR1	0.48053552416526707
PLPP1	3.07542735465771
ANKRD29	0.48053552416526707
RGL2	0.0
CCND2	352.040325003474
CCDC137	1.63382078216191
YPEL5	0.0
GANC	0.0
C3orf14	0.0
AAR2	49.3990518841894
SLC9A3	0.0
CDH15	0.0
EEPD1	0.0
P2RY6	0.0
DEPP1	13.839423095959699
SNTB2	0.48053552416526707
DHFR	0.0
ANKHD1-EIF4EBP3	0.0
LRRTM4	1.05717815316359
LMNTD2	0.0
NPAS4	0.0
CCL13	0.0
NUDT6	26.0450254097574
APOL5	0.0
ZNF517	0.0
TRMO	13.070566257295301
NPM3	26.0450254097574
WDR41	21.1435630632717
IKZF5	49.543212541439
GLIS2	0.48053552416526707
RNF14	243.87177851387298
NPHP1	4.51703392715351
LPP	0.0
GSN	0.0
DCLRE1A	20.470813329440396
PPP1R16A	5.86253339481625
OBI1	100.095549683625
NEK10	0.0
TCAIM	0.48053552416526707
ST3GAL2	17.5876001844488
RUSF1	36.5206998365603
LMO1	0.0
SASH1	0.0
LZTS1	0.0
GRIK1	0.0
HAT1	91.4939638010668
GYPC	212.396701681048
TMEM37	0.0
SLC25A30	0.48053552416526707
GPRC5B	0.0
SYNGR3	21.816312797103098
UBALD1	4.03649840298824
PIK3CA	18.6447783376123
TRAM1L1	0.0
RPL19	123.78595102497299
HLA-DOA	0.48053552416526707
KLHL41	0.0
MICU2	15.088815458789401
DEFA6	0.0
TM2D3	0.0
RND2	0.0
SHMT1	0.0
PLXNB1	0.0
CTSB	0.0
MAPK7	0.0
RPS17	147.043870394572
LRRTM3	0.0
HCAR2	0.0
FKBP5	0.0
HTRA3	0.0
ZBTB34	0.0
GC	0.0
NDUFB9	1389.70873588595
SPDYE18	0.0
MYADML2	0.0
IGLL5	0.0
PRKG1	0.0
SHROOM3	0.0
CTSF	4.51703392715351
ATP8B4	0.0
PPIF	3.07542735465771
LDB2	0.0
PCTP	117.154560791492
GRID1	0.0
H2BC1	0.0
TMBIM6	2828.0476668174297
OSTF1	44.978125061869
ARIH1	0.0
KHDC1L	0.0
RUFY4	0.0
EXOSC7	0.0
KCNJ3	0.0
SLC30A9	0.0
KNG1	0.0
DDX6	98.2214611393805
DPY19L4	36.5206998365603
FANCE	1.63382078216191
ARHGAP23	0.0
FADD	2.5948918304924398
TOM1L1	2.5948918304924398
DOK5	0.0
HAND2	0.0
PLOD3	0.0
MBOAT2	17.2992788699496
SYCP2	0.0
SALL1	0.0
GPSM3	199.90277805275102
OAF	0.0
SURF1	54.3485677830916
IGF2BP3	0.0
TRPC4AP	84.766466462753
NPVF	0.0
ARID3B	32.484201433572004
KDSR	0.0
BUB1B-PAK6	1.05717815316359
RPS3	30.177630917578696
GIMAP7	133.492768613111
RAD50	49.8795874083547
FLII	46.083356767449104
PHYKPL	5.86253339481625
RNF215	0.0
HMX1	0.0
PNMT	0.0
PMFBP1	0.0
PDXDC1	0.0
SLA	0.0
ADCK2	0.0
RPL32	911.671996446344
BARHL1	0.0
CHKB	94.52133760330791
HDDC2	0.0
R3HCC1	0.48053552416526707
NLRP6	0.0
WFDC6	0.0
CLNS1A	268.138822484219
STXBP4	15.761565192620699
CDCP1	21.1435630632717
ZNF474	0.0
PRLH	0.0
OR51B4	0.0
SARM1	0.0
KCTD2	0.0
SLC35B2	25.6605969904252
SUGCT	0.0
PCDHA7	0.0
ERVFRD-1	0.0
TCF7	2.1143563063271698
TSPAN32	0.0
STC1	0.0
SMNDC1	0.0
OCIAD2	0.48053552416526707
DNMT3A	8.553532330141751
HSPD1	0.48053552416526707
MAPK8IP3	0.0
ZNF337	0.0
RRH	0.0
OXGR1	0.0
NCAPD3	3.5559628788229705
CTC1	0.0
ZNF300	0.48053552416526707
IKBIP	3.5559628788229705
UGGT1	0.0
DHRS12	1.63382078216191
SLC35B3	31.523130385241497
SMARCA5	4.90146234648572
QSER1	0.0
CPLX1	0.0
ZFR	0.0
SLC9B2	30.9464877562432
TMEM218	209.46543498364
SLX4	0.0
HSD3B7	0.0
TMEM200C	0.0
KCNE3	0.0
EPGN	0.0
DCXR	1.63382078216191
FAM174B	2.1143563063271698
MRPL38	263.525681452232
TTC26	59.8747263109922
HOXA5	0.0
ANGPTL5	0.0
SLC66A2	3.07542735465771
PRMT3	99.18253218771099
CBWD1	0.0
NOD2	0.48053552416526707
KRTAP4-12	0.0
FGD4	0.0
WNT5B	0.0
FAM228B	3.07542735465771
ZNF286A	3.5559628788229705
TMEM178A	0.0
IFT74	0.0
TMEM89	0.0
MAST4	0.0
TMEM52B	0.0
SMYD1	0.0
SPSB4	0.0
CLDN8	0.0
LPL	0.0
B4GALT7	7.111925757645951
MKRN2	37.0973424655586
OLAH	2.5948918304924398
APOD	1.05717815316359
TRIM26	122.63266576697599
C12orf71	0.0
SAA2	0.0
FGF2	0.48053552416526707
CYP3A43	0.0
RAPGEF5	0.0
ITFG1	0.0
IDO1	0.0
SUMO3	23.8345619985972
CLDN16	2.5948918304924398
INO80C	200.76774199624802
DNHD1	0.0
PLIN1	0.0
MFSD3	0.0
KCNG3	0.0
POC5	116.57791816249399
TM4SF19	0.0
SPATA13	0.0
RSPO3	0.0
POLR2J3	0.0
SFRP5	0.0
ATP5F1B	0.0
CYP26A1	0.0
LRRC18	0.0
RNF103	0.0
MRPS30	3.07542735465771
POFUT1	0.0
NTN3	0.0
ART3	0.0
EXOC1	33.8297009012348
POFUT2	24.411204627595502
C3AR1	0.0
LYSMD2	0.48053552416526707
PBRM1	1.05717815316359
CHADL	0.0
CRYBB1	0.0
MYOM2	1.05717815316359
MFSD13A	0.0
UQCC2	0.0
BOK	0.0
USP17L29	0.0
TCP11	0.0
MYO7A	0.0
OR5L2	0.0
SRSF1	265.159502234394
CCDC60	0.0
CDH11	0.48053552416526707
CCDC73	0.0
FYN	0.48053552416526707
ARHGAP26	0.0
FREM1	0.0
SLC20A2	0.0
CDK4	230.84926580899398
TBC1D26	0.0
DHX40	9.80292469297144
UNC45B	0.0
KRTAP9-1	0.0
CBY1	64.96840286714401
SGCG	0.0
IL4	0.0
OTOGL	0.48053552416526707
THAP9	11.3406383703003
XXYLT1	0.0
MCFD2	0.0
MRRF	0.0
IWS1	0.0
TRIM51	0.0
RPL4	0.0
C16orf46	0.48053552416526707
AMACR	35.1752003688975
PLXDC1	0.0
ZNF572	4.51703392715351
BCL2	30.177630917578696
USP34	0.0
PTPN11	78.90393306793679
NFS1	26.5255609339227
THOC6	126.765271274797
FBXO31	7.400247072145111
MORC2	0.0
SVEP1	0.0
RAI14	0.0
STX18	151.56090432172502
MYO1A	0.0
KRTAP10-9	0.0
CLNK	0.0
INMT	0.0
SCRN2	137.817588330598
TPCN2	34.214129320567004
WDSUB1	11.773120342049
FGFBP3	0.0
KRT84	0.0
XYLT1	0.0
MRPL58	0.0
MAPKBP1	0.0
APOL2	40.845519554047705
ADGRB3	0.0
EVC	197.211779117425
GFPT1	488.896842285742
GRAMD2B	0.0
MAPRE3	0.0
ZNF311	0.0
PAIP1	0.48053552416526707
H2BC8	9.41849627363922
CSF2	1.05717815316359
CLEC3A	0.0
FGFBP2	2.1143563063271698
STK17B	0.0
MINAR1	0.0
PDCD11	1346.46053871108
KRTAP12-2	0.0
PAPOLG	0.0
CDK5RAP3	1283.89481346476
SPACA9	0.0
AFF3	0.0
WNT7B	0.0
CCR1	18.6447783376123
KRTAP4-3	0.0
GHDC	37.577877989723795
COA4	62.902100113233395
IL22	0.0
TMEM42	24.411204627595502
CBWD2	0.0
CUTA	1.05717815316359
TRIM65	0.0
PRPH2	0.0
LAMA5	0.0
H3C4	0.48053552416526707
PLAAT2	23.1618122647658
WNT10A	0.0
C5orf49	0.0
SMIM2	0.0
DEFB134	0.0
CROT	20.1824920149412
TOR1B	0.0
USP47	0.0
SULT4A1	0.0
OR4C13	0.0
EPHB3	0.0
UHRF1BP1	17.2992788699496
MPRIP	1.05717815316359
NPTN	4.03649840298824
CCDC186	22.7773838454336
DEFB127	0.0
YTHDC2	87.88994736982728
IL34	0.0
RUNDC3A	0.0
LDHB	397.114557170176
RALGDS	0.0
ATP5ME	0.0
HEATR6	9.41849627363922
MRPS23	133.492768613111
MTERF4	74.5791133504494
FAM110C	0.0
ELP4	338.585330326847
FBXO40	0.0
CYP11B1	0.0
ADAMTS5	0.0
SEC61B	70.254293632962
TNF	17.2992788699496
PGAM1	1.05717815316359
GDAP1L1	0.0
BAZ2A	0.0
PPP6C	65.4489383913093
LMAN1L	0.0
PDLIM4	2.1143563063271698
TMEM186	25.18006146626
NOL10	0.0
COX19	73.2336138827866
RAB5A	8.553532330141751
GID4	0.0
UBQLNL	0.0
SAA1	0.0
PLRG1	532.913896299281
CREB3L1	0.0
CCL15	0.0
ALS2	5.86253339481625
YWHAG	270.445393000212
MOSMO	0.0
FAM83A	0.0
FXN	70.63872205229421
LIPF	0.0
CDH10	0.0
CDCA7L	103.122923485866
OR10C1	0.0
GPR62	0.0
OR2F1	0.0
CLEC4A	0.0
SNX25	0.0
PTGIS	0.0
PHF19	4.51703392715351
RBM17	0.0
RFK	0.0
TMEM150C	0.0
GALNTL6	0.0
C10orf95	0.0
SYN3	0.0
LPCAT2	0.0
HPD	0.0
COPS9	0.0
MRPS36	1099.56138639496
TMEM171	0.0
SLC25A37	0.0
PATE1	0.0
SOWAHC	0.0
RFFL	43.152090070040906
CEP112	0.0
OCM	0.0
FLACC1	0.0
ERICH1	0.48053552416526707
RXFP3	0.0
GNPDA1	6.63139023348068
TIMM10B	199.90277805275102
FAM3B	0.0
ISL2	0.0
POLR3G	53.916085811342896
WAC	0.0
KIF20B	1.63382078216191
PSMD2	2.1143563063271698
SIRPD	0.0
ACKR4	0.0
LRRC75B	0.0
SLC38A2	59.2019765771608
ABCG2	0.0
STBD1	0.0
UGT1A10	0.0
IL36B	0.0
LTO1	1.05717815316359
SPSB2	2.1143563063271698
USP38	59.2019765771608
ECM2	0.0
SRCAP	2.5948918304924398
ATF7-NPFF	12.3017094186308
RTF1	4.90146234648572
GABRP	0.0
TMEM249	0.0
ZNF117	0.0
MTERF3	50.74455135185221
IL27	0.0
SCGN	0.0
CCL3L3	14.3199586201249
ZNF396	10.571781531635901
FAM216A	16.145993611953003
AMZ1	0.48053552416526707
TMEM179B	0.0
EFHB	0.0
FZD10	0.0
TMEM256-PLSCR3	1.63382078216191
RASD2	0.0
CLPX	0.0
AGA	58.0486913191642
TMEM212	0.0
COA1	274.866319822532
GPRC5A	0.48053552416526707
GAPT	1.05717815316359
TAGLN	0.0
TMPRSS5	0.0
BCCIP	357.230108664459
ABCG1	0.0
OR2S2	0.0
RNF8	222.439894136102
MAPK12	0.48053552416526707
C9orf24	0.0
NNT	96.6837474620516
ADAM10	390.29095272702995
KCP	0.0
SLCO1B3-SLCO1B7	0.0
NCR2	0.0
C6orf52	20.1824920149412
RNF152	0.0
CEP76	13.070566257295301
VAMP5	0.0
AFAP1	0.0
GPR160	0.0
LAMB1	0.0
GSX2	0.0
FBXO25	0.0
ABI3BP	0.0
PTGES	2.1143563063271698
SRRT	0.48053552416526707
ATP5MC1	0.0
CHAC2	20.7591346439395
TRA2B	1129.83512441737
TTR	0.0
OR2A5	0.0
MAPK10	0.0
IL3	0.0
PRSS53	0.0
HERC5	0.0
NIPSNAP2	0.0
CLDN17	0.0
MICU3	0.0
SH3RF1	0.48053552416526707
CATSPER1	0.0
TEX36	0.0
GAS6	0.0
CHSY3	0.0
LYRM1	28.928238554748997
PTTG1IP	0.0
GPR75	0.0
AATF	9.03406785430701
GAN	9.80292469297144
ALKBH8	8.16910391080953
G3BP2	32.8686298529042
GLT8D1	18.6447783376123
GNRH1	0.0
MTFP1	18.6447783376123
ELL3	0.0
ARHGEF10	0.0
SLCO1B3	0.0
REXO2	0.0
ANKRD53	0.0
COL20A1	0.0
MYBBP1A	1.63382078216191
MRPL28	337.624259278516
CAMK2N2	0.48053552416526707
NFRKB	50.74455135185221
SLC22A6	0.0
SLC2A2	0.0
DDX60	26.5255609339227
POLR3F	21.816312797103098
NPIPB5	0.0
SNAP25	0.0
IL1R1	0.0
KRT78	0.0
FGFR3	0.0
KRTAP3-3	0.0
RARRES1	0.0
MUC21	0.0
COX17	603.840939666074
HJURP	236.18321012722902
EIF3A	0.0
WAPL	0.0
UNG	134.598000318691
